Date,Hour,Total_series_values
2016-09-06,17,4862.4
2016-09-06,18,4511.7
2016-09-06,19,4201.3
2016-09-06,20,3942.5
2016-09-06,21,3642.4
2016-09-06,22,3208.3
2016-09-06,23,2477.4
2016-09-07,0,1984.3
2016-09-07,1,1852.9
2016-09-07,2,1832.2
2016-09-07,3,1829.2
2016-09-07,4,1896.7
2016-09-07,5,2267.2
2016-09-07,6,2506.2
2016-09-07,7,3233.3
2016-09-07,8,3846
2016-09-07,9,4403
2016-09-07,10,4660
2016-09-07,11,4787.4
2016-09-07,12,4922.8
2016-09-07,13,5198.9
2016-09-07,14,5320.3
2016-09-07,15,5136.9
2016-09-07,16,5082.3
2016-09-07,17,4861.9
2016-09-07,18,4478.2
2016-09-07,19,3889.2
2016-09-07,20,3938.7
2016-09-07,21,3885.3
2016-09-07,22,3490
2016-09-07,23,2724.9
2016-09-08,0,2013.3
2016-09-08,1,1823.4
2016-09-08,2,1798.7
2016-09-08,3,1787.2
2016-09-08,4,1842.2
2016-09-08,5,2186.7
2016-09-08,6,2418.2
2016-09-08,7,3056.8
2016-09-08,8,3624.4
2016-09-08,9,4298.3
2016-09-08,10,4690.5
2016-09-08,11,5003.9
2016-09-08,12,5160.2
2016-09-08,13,5374.8
2016-09-08,14,5422.4
2016-09-08,15,5319.7
2016-09-08,16,5282.7
2016-09-08,17,5002.8
2016-09-08,18,4628
2016-09-08,19,4258.9
2016-09-08,20,3984.2
2016-09-08,21,3708.7
2016-09-08,22,3305.7
2016-09-08,23,2688.2
2016-09-09,0,2060.2
2016-09-09,1,1855.3
2016-09-09,2,1815.5
2016-09-09,3,1822.4
2016-09-09,4,1873.7
2016-09-09,5,2216.8
2016-09-09,6,2452
2016-09-09,7,2948.5
2016-09-09,8,3563.5
2016-09-09,9,4346.5
2016-09-09,10,4723.4
2016-09-09,11,4957.7
2016-09-09,12,5085.3
2016-09-09,13,5032.4
2016-09-09,14,5041.7
2016-09-09,15,4951.2
2016-09-09,16,4891.7
2016-09-09,17,4765.3
2016-09-09,18,4364.5
2016-09-09,19,3686
2016-09-09,20,3263
2016-09-09,21,2935.9
2016-09-09,22,2460.2
2016-09-09,23,2038.8
2016-09-10,0,1787.5
2016-09-10,1,1745
2016-09-10,2,1724
2016-09-10,3,1713.9
2016-09-10,4,1714.7
2016-09-10,5,1847.8
2016-09-10,6,2021
2016-09-10,7,2084.4
2016-09-10,8,2223.8
2016-09-10,9,2453.4
2016-09-10,10,2759.7
2016-09-10,11,2892.8
2016-09-10,12,2868
2016-09-10,13,2832.4
2016-09-10,14,2720.8
2016-09-10,15,2755
2016-09-10,16,2765.4
2016-09-10,17,2632.2
2016-09-10,18,2634.2
2016-09-10,19,2528.3
2016-09-10,20,2455
2016-09-10,21,2278.4
2016-09-10,22,1964.3
2016-09-10,23,1803
2016-09-11,0,1680.5
2016-09-11,1,1624
2016-09-11,2,1585.4
2016-09-11,3,1601.3
2016-09-11,4,1594.4
2016-09-11,5,1772.8
2016-09-11,6,1948
2016-09-11,7,2482.5
2016-09-11,8,2429.9
2016-09-11,9,2444.2
2016-09-11,10,2479.8
2016-09-11,11,2483.5
2016-09-11,12,2455.5
2016-09-11,13,2518
2016-09-11,14,2504.5
2016-09-11,15,2524.4
2016-09-11,16,2573.3
2016-09-11,17,2634
2016-09-11,18,2666.5
2016-09-11,19,2676.5
2016-09-11,20,2616.5
2016-09-11,21,2363.5
2016-09-11,22,2021.4
2016-09-11,23,1770.3
2016-09-12,0,1695.9
2016-09-12,1,1694.3
2016-09-12,2,1668.4
2016-09-12,3,1683.2
2016-09-12,4,1760.2
2016-09-12,5,2127.3
2016-09-12,6,2393.5
2016-09-12,7,3233.9
2016-09-12,8,3926.2
2016-09-12,9,4635.3
2016-09-12,10,4912.5
2016-09-12,11,5111.5
2016-09-12,12,5252.9
2016-09-12,13,5353.8
2016-09-12,14,5231
2016-09-12,15,5046.4
2016-09-12,16,4866.2
2016-09-12,17,4680.2
2016-09-12,18,4578.3
2016-09-12,19,4479
2016-09-12,20,4196.4
2016-09-12,21,3886.8
2016-09-12,22,3204.5
2016-09-12,23,2418.5
2016-09-13,0,1800.4
2016-09-13,1,1662.8
2016-09-13,2,1622
2016-09-13,3,1619.4
2016-09-13,4,1671.8
2016-09-13,5,2045.9
2016-09-13,6,2361.7
2016-09-13,7,3225.2
2016-09-13,8,3963.7
2016-09-13,9,4538.2
2016-09-13,10,4842.8
2016-09-13,11,5195.9
2016-09-13,12,5262.2
2016-09-13,13,5500.8
2016-09-13,14,5598.4
2016-09-13,15,5262.7
2016-09-13,16,5032.8
2016-09-13,17,4902.5
2016-09-13,18,4570.5
2016-09-13,19,4087.5
2016-09-13,20,3798
2016-09-13,21,3506.4
2016-09-13,22,3032.7
2016-09-13,23,2373.8
2016-09-14,0,1818.5
2016-09-14,1,1693.5
2016-09-14,2,1701.5
2016-09-14,3,1716.9
2016-09-14,4,1740.7
2016-09-14,5,2098.2
2016-09-14,6,2332.2
2016-09-14,7,3099.3
2016-09-14,8,3819
2016-09-14,9,4526.4
2016-09-14,10,4826.2
2016-09-14,11,4951.3
2016-09-14,12,4990.5
2016-09-14,13,5240
2016-09-14,14,5224.5
2016-09-14,15,4997
2016-09-14,16,4800
2016-09-14,17,4768.9
2016-09-14,18,4507.7
2016-09-14,19,3967.7
2016-09-14,20,3742.2
2016-09-14,21,3615.8
2016-09-14,22,2959.5
2016-09-14,23,2137.9
2016-09-15,0,1713.3
2016-09-15,1,1635.5
2016-09-15,2,1605.5
2016-09-15,3,1626.9
2016-09-15,4,1666.3
2016-09-15,5,2014.4
2016-09-15,6,2311.7
2016-09-15,7,3298.7
2016-09-15,8,3917.7
2016-09-15,9,4450.8
2016-09-15,10,4782.4
2016-09-15,11,5019.8
2016-09-15,12,4970.9
2016-09-15,13,5008.7
2016-09-15,14,5182.3
2016-09-15,15,5047.5
2016-09-15,16,4895.4
2016-09-15,17,4780.3
2016-09-15,18,4479
2016-09-15,19,4076
2016-09-15,20,3717.9
2016-09-15,21,3447.2
2016-09-15,22,3012.3
2016-09-15,23,2250.5
2016-09-16,0,1859.5
2016-09-16,1,1740.9
2016-09-16,2,1722.7
2016-09-16,3,1705.8
2016-09-16,4,1705.4
2016-09-16,5,1750.7
2016-09-16,6,2315.8
2016-09-16,7,3194
2016-09-16,8,3696.5
2016-09-16,9,4205.5
2016-09-16,10,4578
2016-09-16,11,4797.4
2016-09-16,12,4906.7
2016-09-16,13,5068.8
2016-09-16,14,5070.4
2016-09-16,15,4799.3
2016-09-16,16,4642.9
2016-09-16,17,4616.2
2016-09-16,18,4397.7
2016-09-16,19,4037.2
2016-09-16,20,3749.8
2016-09-16,21,3473.9
2016-09-16,22,3067.2
2016-09-16,23,2484.8
2016-09-17,0,1960.5
2016-09-17,1,1845.5
2016-09-17,2,1829.4
2016-09-17,3,1838.8
2016-09-17,4,1827.5
2016-09-17,5,2036.5
2016-09-17,6,2186.9
2016-09-17,7,2219.2
2016-09-17,8,2266.2
2016-09-17,9,2413.2
2016-09-17,10,2602.7
2016-09-17,11,2665.3
2016-09-17,12,2565.9
2016-09-17,13,2568.7
2016-09-17,14,2656.2
2016-09-17,15,2695.3
2016-09-17,16,2677.5
2016-09-17,17,2527.5
2016-09-17,18,2441
2016-09-17,19,2359.9
2016-09-17,20,2469.8
2016-09-17,21,2334
2016-09-17,22,2037
2016-09-17,23,1890.5
2016-09-18,0,1847.9
2016-09-18,1,1785.7
2016-09-18,2,1744.7
2016-09-18,3,1735.7
2016-09-18,4,1711.8
2016-09-18,5,1917.9
2016-09-18,6,2095.7
2016-09-18,7,2480.7
2016-09-18,8,2441.8
2016-09-18,9,2486
2016-09-18,10,2656.9
2016-09-18,11,2672.3
2016-09-18,12,2616.4
2016-09-18,13,2642.3
2016-09-18,14,2651.5
2016-09-18,15,2601.4
2016-09-18,16,2554.3
2016-09-18,17,2564.4
2016-09-18,18,2625.8
2016-09-18,19,2650
2016-09-18,20,2769.9
2016-09-18,21,2538.3
2016-09-18,22,2075.4
2016-09-18,23,1867.2
2016-09-19,0,1800.8
2016-09-19,1,1749
2016-09-19,2,1682
2016-09-19,3,1676
2016-09-19,4,1751.4
2016-09-19,5,2115.7
2016-09-19,6,2418.8
2016-09-19,7,3322.9
2016-09-19,8,3878.3
2016-09-19,9,4434.4
2016-09-19,10,4706.2
2016-09-19,11,4981.3
2016-09-19,12,4949
2016-09-19,13,5061.4
2016-09-19,14,5014.3
2016-09-19,15,4868
2016-09-19,16,4739.4
2016-09-19,17,4636.3
2016-09-19,18,4372
2016-09-19,19,3974.9
2016-09-19,20,3658.3
2016-09-19,21,3429.9
2016-09-19,22,3002.2
2016-09-19,23,2400.2
2016-09-20,0,2012.3
2016-09-20,1,1918.9
2016-09-20,2,1898.8
2016-09-20,3,1878.4
2016-09-20,4,1953.3
2016-09-20,5,2303.4
2016-09-20,6,2569.3
2016-09-20,7,3396.9
2016-09-20,8,3955.2
2016-09-20,9,4426.3
2016-09-20,10,4700
2016-09-20,11,4885
2016-09-20,12,4939
2016-09-20,13,5010.4
2016-09-20,14,5091.7
2016-09-20,15,4919.8
2016-09-20,16,4794.5
2016-09-20,17,4686.4
2016-09-20,18,4340.7
2016-09-20,19,3842.8
2016-09-20,20,3450.4
2016-09-20,21,3161.3
2016-09-20,22,2850.4
2016-09-20,23,2322.2
2016-09-21,0,1996.8
2016-09-21,1,1909.5
2016-09-21,2,1877.5
2016-09-21,3,1849.9
2016-09-21,4,1875.3
2016-09-21,5,2176.4
2016-09-21,6,2411.8
2016-09-21,7,3161.5
2016-09-21,8,3751.5
2016-09-21,9,4456.5
2016-09-21,10,4881.5
2016-09-21,11,5134.4
2016-09-21,12,5272.7
2016-09-21,13,5373.3
2016-09-21,14,5363.5
2016-09-21,15,5088
2016-09-21,16,4995.5
2016-09-21,17,4867.4
2016-09-21,18,4541.7
2016-09-21,19,3988.8
2016-09-21,20,3462.5
2016-09-21,21,3083.9
2016-09-21,22,2681.8
2016-09-21,23,2267
2016-09-22,0,1933.9
2016-09-22,1,1849.7
2016-09-22,2,1817.2
2016-09-22,3,1823.7
2016-09-22,4,1869.7
2016-09-22,5,2165.2
2016-09-22,6,2428.7
2016-09-22,7,3171.3
2016-09-22,8,3864.4
2016-09-22,9,4560.7
2016-09-22,10,5011.2
2016-09-22,11,5233.8
2016-09-22,12,5343.4
2016-09-22,13,5379.3
2016-09-22,14,5269.4
2016-09-22,15,5033.2
2016-09-22,16,4857.7
2016-09-22,17,4731.2
2016-09-22,18,4520.3
2016-09-22,19,3956.9
2016-09-22,20,3570.2
2016-09-22,21,3308.2
2016-09-22,22,2890.3
2016-09-22,23,2436.9
2016-09-23,0,2064.8
2016-09-23,1,1897.9
2016-09-23,2,1837.3
2016-09-23,3,1802.9
2016-09-23,4,1837.2
2016-09-23,5,2144.3
2016-09-23,6,2413.9
2016-09-23,7,3103.3
2016-09-23,8,3717.5
2016-09-23,9,4475.4
2016-09-23,10,4822.7
2016-09-23,11,5063.3
2016-09-23,12,5157.4
2016-09-23,13,5095.2
2016-09-23,14,4979.7
2016-09-23,15,4839.7
2016-09-23,16,4760.3
2016-09-23,17,4672.5
2016-09-23,18,4317.4
2016-09-23,19,3762.3
2016-09-23,20,3283.4
2016-09-23,21,2960.8
2016-09-23,22,2591.5
2016-09-23,23,2144.9
2016-09-24,0,1808.7
2016-09-24,1,1707.3
2016-09-24,2,1693.5
2016-09-24,3,1698
2016-09-24,4,1712
2016-09-24,5,1857.9
2016-09-24,6,2010.8
2016-09-24,7,2040.9
2016-09-24,8,2175.7
2016-09-24,9,2332.8
2016-09-24,10,2531.4
2016-09-24,11,2534.2
2016-09-24,12,2525.3
2016-09-24,13,2542.4
2016-09-24,14,2526.8
2016-09-24,15,2551.5
2016-09-24,16,2576.4
2016-09-24,17,2459.7
2016-09-24,18,2393.7
2016-09-24,19,2322.2
2016-09-24,20,2288.3
2016-09-24,21,2137.9
2016-09-24,22,1805.7
2016-09-24,23,1686.3
2016-09-25,0,1654.9
2016-09-25,1,1655.3
2016-09-25,2,1651.4
2016-09-25,3,1642.3
2016-09-25,4,1641.5
2016-09-25,5,1817.5
2016-09-25,6,1963
2016-09-25,7,2432.4
2016-09-25,8,2399.8
2016-09-25,9,2376.9
2016-09-25,10,2372.7
2016-09-25,11,2275.7
2016-09-25,12,2196.3
2016-09-25,13,2217.5
2016-09-25,14,2186.5
2016-09-25,15,2224.5
2016-09-25,16,2240.5
2016-09-25,17,2307.5
2016-09-25,18,2568.5
2016-09-25,19,2386.4
2016-09-25,20,2315.7
2016-09-25,21,2068.3
2016-09-25,22,1909
2016-09-25,23,1782
2016-09-26,0,1718
2016-09-26,1,1675
2016-09-26,2,1646.9
2016-09-26,3,1639.7
2016-09-26,4,1687.2
2016-09-26,5,2046.7
2016-09-26,6,2399.7
2016-09-26,7,3150.3
2016-09-26,8,3668
2016-09-26,9,4065.4
2016-09-26,10,4218.3
2016-09-26,11,4485.9
2016-09-26,12,4399.7
2016-09-26,13,4603.3
2016-09-26,14,4537
2016-09-26,15,4348.9
2016-09-26,16,4248.3
2016-09-26,17,4062.9
2016-09-26,18,3698.2
2016-09-26,19,3452.7
2016-09-26,20,3209.3
2016-09-26,21,3025.5
2016-09-26,22,2725
2016-09-26,23,2096.5
2016-09-27,0,1742
2016-09-27,1,1656.4
2016-09-27,2,1654.7
2016-09-27,3,1641.3
2016-09-27,4,1681
2016-09-27,5,2050
2016-09-27,6,2353.4
2016-09-27,7,3142.7
2016-09-27,8,3681.3
2016-09-27,9,4281
2016-09-27,10,4550
2016-09-27,11,4578
2016-09-27,12,4474
2016-09-27,13,4580.4
2016-09-27,14,4500.3
2016-09-27,15,4413
2016-09-27,16,4349.4
2016-09-27,17,4086.3
2016-09-27,18,3645.5
2016-09-27,19,3223
2016-09-27,20,2996
2016-09-27,21,2771
2016-09-27,22,2506
2016-09-27,23,2030
2016-09-28,0,1722.4
2016-09-28,1,1627.7
2016-09-28,2,1595.7
2016-09-28,3,1605.7
2016-09-28,4,1664.3
2016-09-28,5,2034.5
2016-09-28,6,2351.5
2016-09-28,7,3153
2016-09-28,8,3776
2016-09-28,9,4298.9
2016-09-28,10,4617.2
2016-09-28,11,4790.2
2016-09-28,12,4761.2
2016-09-28,13,4850.8
2016-09-28,14,4867
2016-09-28,15,4726.5
2016-09-28,16,4553
2016-09-28,17,4184.5
2016-09-28,18,3776
2016-09-28,19,3320.5
2016-09-28,20,3103.9
2016-09-28,21,2904.7
2016-09-28,22,2597.8
2016-09-28,23,2176.5
2016-09-29,0,1881.9
2016-09-29,1,1816.7
2016-09-29,2,1742.3
2016-09-29,3,1681.4
2016-09-29,4,1697.7
2016-09-29,5,2063.3
2016-09-29,6,2348.5
2016-09-29,7,3058
2016-09-29,8,3733.5
2016-09-29,9,4417
2016-09-29,10,4625.5
2016-09-29,11,4573.9
2016-09-29,12,4519.3
2016-09-29,13,4570.4
2016-09-29,14,4396.2
2016-09-29,15,4322.2
2016-09-29,16,4120.3
2016-09-29,17,3928
2016-09-29,18,3730.9
2016-09-29,19,3319.2
2016-09-29,20,3073.2
2016-09-29,21,2899.8
2016-09-29,22,2651.4
2016-09-29,23,2185.7
2016-09-30,0,1825.2
2016-09-30,1,1706.3
2016-09-30,2,1685.4
2016-09-30,3,1696.7
2016-09-30,4,1697.3
2016-09-30,5,1862.5
2016-09-30,6,2095
2016-09-30,7,2766.9
2016-09-30,8,2675.7
2016-09-30,9,2326.7
2016-09-30,10,2235.7
2016-09-30,11,2170.8
2016-09-30,12,2071.4
2016-09-30,13,2123.2
2016-09-30,14,2269.2
2016-09-30,15,2351.8
2016-09-30,16,2398.4
2016-09-30,17,2518.7
2016-09-30,18,2570.8
2016-09-30,19,2237.9
2016-09-30,20,2121.3
2016-09-30,21,2090.9
2016-09-30,22,2021.2
2016-09-30,23,1866.8
2016-10-01,0,1749.4
2016-10-01,1,1708.7
2016-10-01,2,1696.3
2016-10-01,3,1696.4
2016-10-01,4,1709.2
2016-10-01,5,1917.2
2016-10-01,6,2036.8
2016-10-01,7,2083.4
2016-10-01,8,2241.7
2016-10-01,9,2438.2
2016-10-01,10,2633.3
2016-10-01,11,2723.4
2016-10-01,12,2678.7
2016-10-01,13,2662.8
2016-10-01,14,2598
2016-10-01,15,2582
2016-10-01,16,2606.5
2016-10-01,17,2431.9
2016-10-01,18,2375.7
2016-10-01,19,2317.2
2016-10-01,20,2297.2
2016-10-01,21,2151.7
2016-10-01,22,1884.2
2016-10-01,23,1789.3
2016-10-02,0,1736.4
2016-10-02,1,1699.3
2016-10-02,3,1686
2016-10-02,4,1684
2016-10-02,5,1830.4
2016-10-02,6,2008.2
2016-10-02,7,2508.7
2016-10-02,8,2472.2
2016-10-02,9,2410.7
2016-10-02,10,2437.3
2016-10-02,11,2322.4
2016-10-02,12,2245.2
2016-10-02,13,2149.2
2016-10-02,14,2123.3
2016-10-02,15,2218.5
2016-10-02,16,2316.9
2016-10-02,17,2362.3
2016-10-02,18,2349.9
2016-10-02,19,2098.7
2016-10-02,20,2127.3
2016-10-02,21,2096.5
2016-10-02,22,1891
2016-10-02,23,1705.5
2016-10-03,0,1648.4
2016-10-03,1,1642.3
2016-10-03,2,1621.9
2016-10-03,3,1600.8
2016-10-03,4,1694.4
2016-10-03,5,2069.2
2016-10-03,6,2366.2
2016-10-03,7,3087.2
2016-10-03,8,3718.8
2016-10-03,9,4379.5
2016-10-03,10,4722
2016-10-03,11,4895
2016-10-03,12,4995.5
2016-10-03,13,5122.5
2016-10-03,14,5051.5
2016-10-03,15,4885.5
2016-10-03,16,4743.9
2016-10-03,17,4663.2
2016-10-03,18,4365.8
2016-10-03,19,3747.9
2016-10-03,20,3570.2
2016-10-03,21,3492.7
2016-10-03,22,3077.8
2016-10-03,23,2363.9
2016-10-04,0,1928.3
2016-10-04,1,1813.5
2016-10-04,2,1809.5
2016-10-04,3,1812
2016-10-04,4,1836.9
2016-10-04,5,2188.7
2016-10-04,6,2477.2
2016-10-04,7,3292.7
2016-10-04,8,3991.3
2016-10-04,9,4609.5
2016-10-04,10,4928
2016-10-04,11,5199.5
2016-10-04,12,5323.9
2016-10-04,13,5350.8
2016-10-04,14,5330.9
2016-10-04,15,5033.7
2016-10-04,16,4877.2
2016-10-04,17,4798.7
2016-10-04,18,4528.7
2016-10-04,19,3886.3
2016-10-04,20,3717.4
2016-10-04,21,3462.2
2016-10-04,22,2953.7
2016-10-04,23,2344.3
2016-10-05,0,1948.9
2016-10-05,1,1765.7
2016-10-05,2,1731.2
2016-10-05,3,1730.3
2016-10-05,4,1788.5
2016-10-05,5,2151.5
2016-10-05,6,2470
2016-10-05,7,3342.9
2016-10-05,8,4049.8
2016-10-05,9,4700.9
2016-10-05,10,5112.2
2016-10-05,11,5434.7
2016-10-05,12,5471.7
2016-10-05,13,5570.3
2016-10-05,14,5497
2016-10-05,15,5256.9
2016-10-05,16,5064.7
2016-10-05,17,4884.3
2016-10-05,18,4555.4
2016-10-05,19,3942.8
2016-10-05,20,3675.5
2016-10-05,21,3528.5
2016-10-05,22,2846.5
2016-10-05,23,2214.4
2016-10-06,0,1890.7
2016-10-06,1,1803.7
2016-10-06,2,1792.2
2016-10-06,3,1802.3
2016-10-06,4,1795.5
2016-10-06,5,2155.9
2016-10-06,6,2455.7
2016-10-06,7,3269.7
2016-10-06,8,3903.7
2016-10-06,9,4394.8
2016-10-06,10,4757.5
2016-10-06,11,4985
2016-10-06,12,5187
2016-10-06,13,5374.5
2016-10-06,14,5373.5
2016-10-06,15,5490.9
2016-10-06,16,5470.7
2016-10-06,17,5354.7
2016-10-06,18,5052.3
2016-10-06,19,4117.5
2016-10-06,20,3749
2016-10-06,21,3567
2016-10-06,22,3060
2016-10-06,23,2371
2016-10-07,0,1964.9
2016-10-07,1,1759.3
2016-10-07,2,1710.9
2016-10-07,3,1718.2
2016-10-07,4,1779.7
2016-10-07,5,2083.3
2016-10-07,6,2361
2016-10-07,7,2799.4
2016-10-07,8,3663.2
2016-10-07,9,4345.7
2016-10-07,10,4701.8
2016-10-07,11,5030.9
2016-10-07,12,5182.3
2016-10-07,13,5286.5
2016-10-07,14,5346.4
2016-10-07,15,5152.3
2016-10-07,16,4823
2016-10-07,17,4459.4
2016-10-07,18,4121.2
2016-10-07,19,3630.3
2016-10-07,20,3360.5
2016-10-07,21,3032.5
2016-10-07,22,2505.4
2016-10-07,23,2041.7
2016-10-08,0,1788.2
2016-10-08,1,1699.3
2016-10-08,2,1677
2016-10-08,3,1683.9
2016-10-08,4,1692.3
2016-10-08,5,1844
2016-10-08,6,1979.5
2016-10-08,7,2041
2016-10-08,8,2127.9
2016-10-08,9,2255.8
2016-10-08,10,2506
2016-10-08,11,2602.9
2016-10-08,12,2567.7
2016-10-08,13,2380.7
2016-10-08,14,2344.8
2016-10-08,15,2358
2016-10-08,16,2351.9
2016-10-08,17,2238.2
2016-10-08,18,2227.3
2016-10-08,19,2177.5
2016-10-08,20,2174.5
2016-10-08,21,1994
2016-10-08,22,1755
2016-10-08,23,1669
2016-10-09,0,1618
2016-10-09,1,1562
2016-10-09,2,1543.5
2016-10-09,3,1511.4
2016-10-09,4,1521.3
2016-10-09,5,1695.4
2016-10-09,6,1806.7
2016-10-09,7,2097.3
2016-10-09,8,2152.9
2016-10-09,9,2131.3
2016-10-09,10,2223.4
2016-10-09,11,2206.3
2016-10-09,12,1947.9
2016-10-09,13,2171.7
2016-10-09,14,2077.3
2016-10-09,15,2177.9
2016-10-09,16,2217.8
2016-10-09,17,2351.5
2016-10-09,18,2436.5
2016-10-09,19,2201
2016-10-09,20,2225.4
2016-10-09,21,2118.7
2016-10-09,22,1907.7
2016-10-09,23,1745.2
2016-10-10,0,1666.3
2016-10-10,1,1638.5
2016-10-10,2,1582.4
2016-10-10,3,1557.7
2016-10-10,4,1612.8
2016-10-10,5,1965.9
2016-10-10,6,2267.7
2016-10-10,7,2982.8
2016-10-10,8,3671
2016-10-10,9,4386
2016-10-10,10,4944
2016-10-10,11,5161
2016-10-10,12,5036.9
2016-10-10,13,5141.8
2016-10-10,14,5274.4
2016-10-10,15,5086.7
2016-10-10,16,4787.8
2016-10-10,17,4615.4
2016-10-10,18,4400.2
2016-10-10,19,3851.7
2016-10-10,20,3757.3
2016-10-10,21,3564.9
2016-10-10,22,3060.3
2016-10-10,23,2251.5
2016-10-11,0,1757.9
2016-10-11,1,1609.3
2016-10-11,2,1575
2016-10-11,3,1567.9
2016-10-11,4,1634.7
2016-10-11,5,1976.7
2016-10-11,6,2291.7
2016-10-11,7,3184.7
2016-10-11,8,3892.7
2016-10-11,9,4621.3
2016-10-11,10,4861
2016-10-11,11,5074
2016-10-11,12,5051.5
2016-10-11,13,5253
2016-10-11,14,5303
2016-10-11,15,5133.5
2016-10-11,16,4927
2016-10-11,17,4774
2016-10-11,18,4543.5
2016-10-11,19,4073
2016-10-11,20,3905.9
2016-10-11,21,3670.8
2016-10-11,22,3121.4
2016-10-11,23,2369.2
2016-10-12,0,1777.3
2016-10-12,1,1631
2016-10-12,2,1605
2016-10-12,3,1569.5
2016-10-12,4,1644
2016-10-12,5,1977.4
2016-10-12,6,2245.7
2016-10-12,7,2952.2
2016-10-12,8,3643.8
2016-10-12,9,4442.5
2016-10-12,10,4872
2016-10-12,11,5234.4
2016-10-12,12,5341.7
2016-10-12,13,5380.3
2016-10-12,14,5435.5
2016-10-12,15,5346.5
2016-10-12,16,5028.5
2016-10-12,17,4820
2016-10-12,18,4536
2016-10-12,19,4011.5
2016-10-12,20,3855.9
2016-10-12,21,3589.2
2016-10-12,22,2799.8
2016-10-12,23,2144.5
2016-10-13,0,1826.4
2016-10-13,1,1744.7
2016-10-13,2,1718.3
2016-10-13,3,1725.5
2016-10-13,4,1694
2016-10-13,5,2035.4
2016-10-13,6,2357.8
2016-10-13,7,3173.9
2016-10-13,8,3980.3
2016-10-13,9,4600.4
2016-10-13,10,4927.3
2016-10-13,11,5171.9
2016-10-13,12,5236.8
2016-10-13,13,5186.4
2016-10-13,14,5165.3
2016-10-13,15,5019.4
2016-10-13,16,4958.3
2016-10-13,17,4804
2016-10-13,18,4504.4
2016-10-13,19,3917.2
2016-10-13,20,3706.3
2016-10-13,21,3557.9
2016-10-13,22,2919.2
2016-10-13,23,2265.2
2016-10-14,0,1785.3
2016-10-14,1,1658.9
2016-10-14,2,1654.7
2016-10-14,3,1619.8
2016-10-14,4,1682.4
2016-10-14,5,1998.8
2016-10-14,6,2297.9
2016-10-14,7,3115.8
2016-10-14,8,3795.9
2016-10-14,9,4326.8
2016-10-14,10,4601.5
2016-10-14,11,4714.5
2016-10-14,12,4751
2016-10-14,13,5005
2016-10-14,14,5078.4
2016-10-14,15,5003.2
2016-10-14,16,4891.3
2016-10-14,17,4727.9
2016-10-14,18,4323.2
2016-10-14,19,3665.3
2016-10-14,20,3284.4
2016-10-14,21,2999.7
2016-10-14,22,2543.8
2016-10-14,23,2091.4
2016-10-15,0,1813.7
2016-10-15,1,1738.3
2016-10-15,2,1731.4
2016-10-15,3,1704.2
2016-10-15,4,1707.2
2016-10-15,5,1880.7
2016-10-15,6,1997.8
2016-10-15,7,2068.4
2016-10-15,8,2139.8
2016-10-15,9,2362
2016-10-15,10,2484.9
2016-10-15,11,2596.2
2016-10-15,12,2616.7
2016-10-15,13,2616.8
2016-10-15,14,2681
2016-10-15,15,2703.5
2016-10-15,16,2729.5
2016-10-15,17,2558
2016-10-15,18,2514.5
2016-10-15,19,2405.4
2016-10-15,20,2372.3
2016-10-15,21,2335.9
2016-10-15,22,2027.7
2016-10-15,23,1885.7
2016-10-16,0,1819.3
2016-10-16,1,1759.4
2016-10-16,2,1721.8
2016-10-16,3,1716.4
2016-10-16,4,1717.8
2016-10-16,5,1913
2016-10-16,6,1978
2016-10-16,7,2114.5
2016-10-16,8,2094
2016-10-16,9,2153
2016-10-16,10,2318.9
2016-10-16,11,2452.8
2016-10-16,12,2424.4
2016-10-16,13,2420.2
2016-10-16,14,2522.7
2016-10-16,15,2480.2
2016-10-16,16,2432.7
2016-10-16,17,2454.3
2016-10-16,18,2494.9
2016-10-16,19,2326.7
2016-10-16,20,2258.8
2016-10-16,21,2028
2016-10-16,22,1782.5
2016-10-16,23,1652.5
2016-10-17,0,1590.5
2016-10-17,1,1572
2016-10-17,2,1552.9
2016-10-17,3,1559.8
2016-10-17,4,1625.5
2016-10-17,5,1967.9
2016-10-17,6,2215.3
2016-10-17,7,3024.9
2016-10-17,8,3735.2
2016-10-17,9,4387.3
2016-10-17,10,4722
2016-10-17,11,4970.9
2016-10-17,12,5054.7
2016-10-17,13,5190.8
2016-10-17,14,5057
2016-10-17,15,4828.5
2016-10-17,16,4823
2016-10-17,17,4780
2016-10-17,18,4397.9
2016-10-17,19,3937.3
2016-10-17,20,3902
2016-10-17,21,3699.4
2016-10-17,22,2999.2
2016-10-17,23,2452.2
2016-10-18,0,1936.3
2016-10-18,1,1780.4
2016-10-18,2,1795.7
2016-10-18,3,1772.3
2016-10-18,4,1813
2016-10-18,5,2108.4
2016-10-18,6,2320.3
2016-10-18,7,3010.4
2016-10-18,8,3712.3
2016-10-18,9,4427.5
2016-10-18,10,4951
2016-10-18,11,5084.4
2016-10-18,12,5186.3
2016-10-18,13,5209.9
2016-10-18,14,5168.2
2016-10-18,15,4960.8
2016-10-18,16,4794.9
2016-10-18,17,4794.8
2016-10-18,18,4461
2016-10-18,19,3955.4
2016-10-18,20,3595.7
2016-10-18,21,3350.3
2016-10-18,22,2840.4
2016-10-18,23,2215.2
2016-10-19,0,1781.2
2016-10-19,1,1651.7
2016-10-19,2,1207.8
2016-10-19,3,1055
2016-10-19,4,1082
2016-10-19,5,1230
